first_name,last_name,gender,date_of_birth,time_entered,time_modified
Douglas,Hamilton,M,6/27/2000,7/22/2014,4/18/2014
Jerry,Marshall,M,2/9/2000,7/22/2014,11/19/2013
Peter,Cox,M,4/7/2002,7/22/2014,5/19/2014
Bobby,Brown,M,6/23/2005,7/22/2014,5/19/2014
Roy,Myers,M,8/8/2002,7/22/2014,11/8/2013
Benjamin,Morgan,M,9/15/2005,7/22/2014,12/24/2013
Aaron,Morgan,M,6/8/2004,7/22/2014,4/9/2014
Jesse,Vasquez,M,2/15/2003,7/22/2014,2/21/2014
Bruce,Rogers,M,1/31/2007,7/22/2014,8/11/2013
Jerry,Little,M,7/6/2002,7/22/2014,5/5/2014
Peter,Larson,M,6/1/2008,7/22/2014,9/16/2013
Patrick,Welch,M,8/23/2001,7/22/2014,3/16/2014
Ronald,Hayes,M,4/7/1999,7/22/2014,5/26/2014
Phillip,Williamson,M,1/9/2007,7/22/2014,12/4/2013
Eugene,Wilson,M,3/6/2004,7/22/2014,9/23/2013
Joe,Gordon,M,3/8/2007,7/22/2014,1/9/2014
William,Gray,M,3/18/2009,7/22/2014,10/6/2013
Philip,Bryant,M,1/3/2009,7/22/2014,12/17/2013
David,Mccoy,M,1/27/2000,7/22/2014,6/28/2014
Benjamin,Morris,M,2/22/2001,7/22/2014,1/1/2014
Harold,Ryan,M,1/13/1998,7/22/2014,4/21/2014
Samuel,Gonzales,M,9/12/2002,7/22/2014,11/27/2013
Ralph,West,M,2/23/2007,7/22/2014,3/8/2014
Keith,Bryant,M,8/19/2007,7/22/2014,8/28/2013
Roger,Carter,M,3/7/2001,7/22/2014,12/5/2013
Douglas,Ryan,M,6/27/2007,7/22/2014,10/24/2013
Daniel,Rodriguez,M,8/14/2007,7/22/2014,11/8/2013
Johnny,Smith,M,10/9/2001,7/22/2014,4/9/2014
Arthur,Arnold,M,5/14/1999,7/22/2014,7/29/2013
Jerry,Sanchez,M,2/24/1999,7/22/2014,7/29/2013
Peter,Parker,M,8/17/2000,7/22/2014,7/10/2014
Juan,Rice,M,12/21/2005,7/22/2014,9/15/2013
Phillip,Ortiz,M,12/29/1999,7/22/2014,8/20/2013
Thomas,Freeman,M,6/10/1996,7/22/2014,2/13/2014
Christopher,Thomas,M,7/4/2001,7/22/2014,6/14/2014
Jason,Hart,M,11/30/1998,7/22/2014,4/1/2014
Andrew,Smith,M,6/28/2006,7/22/2014,5/19/2014
Charles,Thomas,M,12/22/2002,7/22/2014,4/17/2014
Antonio,Murphy,M,5/25/2006,7/22/2014,2/27/2014
Joshua,Wilson,M,1/12/2007,7/22/2014,1/23/2014
Roy,Parker,M,8/10/2002,7/22/2014,11/13/2013
Bobby,Howell,M,9/22/2008,7/22/2014,3/1/2014
Brandon,Butler,M,10/21/1998,7/22/2014,2/14/2014
Jason,Reynolds,M,1/7/1997,7/22/2014,10/11/2013
Nicholas,Rivera,M,3/6/2001,7/22/2014,9/17/2013
Andrew,Peterson,M,5/6/1996,7/22/2014,8/31/2013
Jerry,Allen,M,6/16/2006,7/22/2014,7/17/2014
Frank,Meyer,M,10/30/2006,7/22/2014,10/18/2013
Brandon,Foster,M,9/30/2001,7/22/2014,3/3/2014
Ronald,Martin,M,12/2/2005,7/22/2014,3/27/2014
Carl,Peters,M,5/18/2008,7/22/2014,5/30/2014
Walter,Morales,M,12/4/2006,7/22/2014,6/29/2014
Martin,Carter,M,8/29/1999,7/22/2014,6/7/2014
Chris,Reid,M,8/2/2002,7/22/2014,9/16/2013
Peter,Ray,M,12/20/2008,7/22/2014,5/10/2014
Chris,Simpson,M,9/14/1997,7/22/2014,3/3/2014
Brian,Hall,M,8/8/2006,7/22/2014,9/13/2013
Brian,Gordon,M,1/11/2000,7/22/2014,7/4/2014
Harry,Hudson,M,3/7/1998,7/22/2014,11/15/2013
Jeffrey,Henry,M,7/1/2007,7/22/2014,11/13/2013
William,Adams,M,3/25/2006,7/22/2014,8/30/2013
Terry,Peters,M,8/13/1996,7/22/2014,2/26/2014
Keith,Larson,M,11/11/2003,7/22/2014,4/16/2014
Howard,Ramirez,M,7/19/2006,7/22/2014,3/22/2014
Keith,Little,M,11/1/2004,7/22/2014,10/12/2013
Anthony,West,M,11/8/1999,7/22/2014,8/29/2013
William,Rogers,M,7/15/1996,7/22/2014,11/20/2013
Billy,Porter,M,5/24/2004,7/22/2014,4/9/2014
Antonio,Hudson,M,4/11/2005,7/22/2014,9/12/2013
Keith,Fernandez,M,8/17/2002,7/22/2014,7/10/2014
Harold,Wilson,M,4/9/2001,7/22/2014,3/20/2014
Shawn,Cook,M,12/25/2006,7/22/2014,11/5/2013
David,Williams,M,3/25/2005,7/22/2014,1/7/2014
Ernest,Brooks,M,4/23/1998,7/22/2014,11/11/2013
Carlos,Hall,M,4/21/2000,7/22/2014,3/12/2014
Donald,Thompson,M,5/4/2005,7/22/2014,11/9/2013
Carl,Alexander,M,7/30/1996,7/22/2014,6/28/2014
Edward,Price,M,3/13/1997,7/22/2014,12/28/2013
Alan,Rivera,M,6/26/1997,7/22/2014,4/4/2014
Jeremy,Cox,M,5/3/1996,7/22/2014,6/14/2014
Adam,Ray,M,8/18/2005,7/22/2014,10/16/2013
Douglas,Moore,M,3/9/2000,7/22/2014,3/25/2014
Joseph,Meyer,M,3/21/1997,7/22/2014,5/10/2014
Carl,Martin,M,4/27/2000,7/22/2014,7/29/2013
Jason,Reid,M,1/6/2009,7/22/2014,9/21/2013
Jeffrey,Turner,M,12/13/2007,7/22/2014,10/11/2013
Martin,Ramirez,M,8/22/1998,7/22/2014,1/30/2014
Jeremy,Hernandez,M,1/7/2004,7/22/2014,1/8/2014
Willie,Jones,M,10/8/2008,7/22/2014,11/29/2013
Nicholas,Jenkins,M,9/30/1999,7/22/2014,1/11/2014
Roger,Ward,M,10/12/2004,7/22/2014,3/28/2014
Bobby,Fowler,M,2/27/2006,7/22/2014,11/19/2013
Douglas,Hudson,M,11/23/2001,7/22/2014,3/22/2014
Sean,Carr,M,8/14/2001,7/22/2014,1/30/2014
Carl,Cox,M,4/25/2000,7/22/2014,12/27/2013
Dennis,Wilson,M,12/23/1998,7/22/2014,5/29/2014
Gregory,Johnson,M,2/17/2002,7/22/2014,3/23/2014
Ralph,Harvey,M,11/13/2004,7/22/2014,6/25/2014
Raymond,Reynolds,M,8/20/2002,7/22/2014,5/22/2014
Walter,Gardner,M,9/1/1998,7/22/2014,3/8/2014
Gerald,Ramos,M,8/30/2007,7/22/2014,2/3/2014
Keith,Smith,M,5/6/1997,7/22/2014,12/7/2013
Peter,Weaver,M,9/19/2003,7/22/2014,10/10/2013
Bobby,Chavez,M,8/21/2008,7/22/2014,1/14/2014
Steven,Richardson,M,4/8/2000,7/22/2014,11/12/2013
Brandon,Fisher,M,3/27/2000,7/22/2014,1/17/2014
Steve,George,M,12/27/2003,7/22/2014,8/2/2013
Eric,Simpson,M,7/29/2000,7/22/2014,1/1/2014
Jose,Carter,M,1/14/2000,7/22/2014,4/12/2014
Gary,Mills,M,6/16/2001,7/22/2014,6/14/2014
George,Kennedy,M,12/19/2002,7/22/2014,3/2/2014
Charles,Alexander,M,8/19/1997,7/22/2014,4/7/2014
Jeremy,Hunter,M,12/28/2005,7/22/2014,12/11/2013
Jonathan,Morgan,M,8/10/1996,7/22/2014,8/14/2013
Nicholas,Fernandez,M,7/2/2005,7/22/2014,6/1/2014
Terry,Hanson,M,11/19/1999,7/22/2014,9/4/2013
Douglas,Ortiz,M,5/12/2004,7/22/2014,9/21/2013
Randy,Daniels,M,8/20/2001,7/22/2014,3/25/2014
Albert,Ellis,M,3/7/2005,7/22/2014,7/20/2014
Walter,King,M,11/24/2006,7/22/2014,5/31/2014
Jeremy,Barnes,M,11/17/1999,7/22/2014,2/18/2014
Michael,Simmons,M,8/14/2006,7/22/2014,6/29/2014
Steven,Henderson,M,5/30/2003,7/22/2014,8/7/2013
Juan,Olson,M,4/30/2002,7/22/2014,10/29/2013
Paul,Perkins,M,6/6/2001,7/22/2014,5/10/2014
Bobby,Nguyen,M,8/13/2001,7/22/2014,8/12/2013
Jeremy,Murphy,M,5/24/1996,7/22/2014,3/27/2014
Kenneth,Kelly,M,10/10/2005,7/22/2014,9/30/2013
Todd,Gonzalez,M,2/20/1998,7/22/2014,11/7/2013
Ryan,Mcdonald,M,11/10/2007,7/22/2014,6/6/2014
Craig,Lawrence,M,8/31/2002,7/22/2014,4/23/2014
Billy,Little,M,12/30/1999,7/22/2014,3/26/2014
Albert,Nguyen,M,10/31/2003,7/22/2014,11/24/2013
Adam,Elliott,M,12/9/2002,7/22/2014,7/8/2014
Chris,Gutierrez,M,2/5/2003,7/22/2014,6/22/2014
Peter,Foster,M,9/9/2005,7/22/2014,2/26/2014
Jonathan,Knight,M,1/2/2009,7/22/2014,6/15/2014
Ernest,Hawkins,M,12/6/2008,7/22/2014,10/17/2013
Adam,Carter,M,2/27/1998,7/22/2014,1/21/2014
Jose,Phillips,M,11/10/2008,7/22/2014,7/2/2014
Terry,Knight,M,4/1/1999,7/22/2014,8/29/2013
Joshua,Carroll,M,10/9/2008,7/22/2014,5/4/2014
Ronald,Snyder,M,4/18/2009,7/22/2014,3/9/2014
Jesse,Gutierrez,M,12/10/2007,7/22/2014,12/7/2013
Eric,Peters,M,4/11/2007,7/22/2014,2/10/2014
Walter,Robinson,M,12/8/2003,7/22/2014,5/2/2014
Jeremy,Rose,M,6/25/1999,7/22/2014,12/5/2013
Justin,Campbell,M,11/14/2005,7/22/2014,2/23/2014
Wayne,Campbell,M,8/4/2006,7/22/2014,7/24/2013
Justin,Marshall,M,4/30/2002,7/22/2014,12/18/2013
Patrick,Foster,M,7/1/1998,7/22/2014,6/26/2014
Randy,Hansen,M,10/22/2005,7/22/2014,10/20/2013
Ralph,Rodriguez,M,6/22/2007,7/22/2014,10/21/2013
Matthew,King,M,10/18/2008,7/22/2014,7/3/2014
Raymond,Carroll,M,4/29/1999,7/22/2014,11/22/2013
Kenneth,Fernandez,M,4/1/2006,7/22/2014,6/7/2014
Kevin,Bowman,M,5/22/2005,7/22/2014,3/2/2014
Robert,Morris,M,1/30/2001,7/22/2014,6/25/2014
Antonio,Gilbert,M,5/9/2005,7/22/2014,1/25/2014
Jose,Schmidt,M,7/20/2000,7/22/2014,4/30/2014
Bruce,Garcia,M,5/28/2004,7/22/2014,8/6/2013
Jimmy,Taylor,M,11/4/1996,7/22/2014,8/22/2013
Brian,Spencer,M,11/26/1999,7/22/2014,1/23/2014
Charles,Gutierrez,M,8/25/2000,7/22/2014,9/29/2013
William,Parker,M,12/20/2001,7/22/2014,1/1/2014
Ryan,Stewart,M,2/22/2000,7/22/2014,2/18/2014
Roy,Bryant,M,7/24/2006,7/22/2014,1/3/2014
Brandon,Vasquez,M,6/16/2004,7/22/2014,8/17/2013
Robert,Ruiz,M,4/1/1998,7/22/2014,6/5/2014
Donald,Ortiz,M,7/13/2005,7/22/2014,2/14/2014
Jose,Armstrong,M,1/29/2003,7/22/2014,12/23/2013
Henry,Wood,M,1/24/2005,7/22/2014,4/25/2014
Billy,Henry,M,1/5/2002,7/22/2014,10/26/2013
Todd,Patterson,M,7/6/2002,7/22/2014,2/11/2014
Russell,Mcdonald,M,6/26/2008,7/22/2014,2/2/2014
Jimmy,Warren,M,12/13/1998,7/22/2014,3/23/2014
Sean,Ferguson,M,10/19/2006,7/22/2014,2/27/2014
James,Torres,M,9/21/1997,7/22/2014,7/20/2014
Fred,Green,M,10/18/2006,7/22/2014,9/29/2013
Richard,Miller,M,11/30/2002,7/22/2014,4/10/2014
Walter,Ramirez,M,2/11/2005,7/22/2014,3/26/2014
James,Bowman,M,12/15/2005,7/22/2014,12/6/2013
Johnny,Carr,M,5/1/2003,7/22/2014,1/6/2014
Thomas,Chavez,M,2/19/1998,7/22/2014,11/23/2013
Albert,Roberts,M,10/28/2002,7/22/2014,7/10/2014
Victor,Gilbert,M,11/18/1998,7/22/2014,8/8/2013
Jason,Carpenter,M,9/15/2007,7/22/2014,5/23/2014
Joseph,Vasquez,M,10/23/2005,7/22/2014,11/10/2013
Andrew,Wells,M,2/9/1997,7/22/2014,11/12/2013
Harry,Ward,M,4/12/1999,7/22/2014,12/12/2013
Steven,Ford,M,5/31/1999,7/22/2014,5/10/2014
Alan,Washington,M,5/12/2006,7/22/2014,3/31/2014
Scott,Hayes,M,6/12/2003,7/22/2014,6/17/2014
Keith,Pierce,M,12/23/2002,7/22/2014,1/4/2014
Albert,Wilson,M,2/1/2001,7/22/2014,9/27/2013
Jack,Griffin,M,4/30/2003,7/22/2014,4/20/2014
Fred,Crawford,M,3/16/2000,7/22/2014,12/16/2013
Chris,Murphy,M,6/4/2006,7/22/2014,11/22/2013
Todd,Stewart,M,12/21/2006,7/22/2014,2/7/2014
Russell,Little,M,7/2/2000,7/22/2014,5/24/2014
Kevin,Lane,M,9/21/2007,7/22/2014,5/2/2014
Martin,Wheeler,M,6/16/1998,7/22/2014,7/7/2014
Brandon,Franklin,M,10/31/2007,7/22/2014,3/24/2014
Lawrence,Simpson,M,12/4/2002,7/22/2014,4/12/2014
Wayne,Jordan,M,9/20/2004,7/22/2014,3/3/2014
Steve,Holmes,M,11/11/1996,7/22/2014,5/8/2014
Jonathan,Harrison,M,4/19/2002,7/22/2014,8/14/2013
Carl,Thomas,M,11/1/2008,7/22/2014,10/16/2013
Harry,Berry,M,8/15/2001,7/22/2014,9/23/2013
Raymond,Myers,M,5/31/1999,7/22/2014,12/16/2013
Kenneth,Lawrence,M,6/14/2005,7/22/2014,1/28/2014
Matthew,Ruiz,M,10/20/2007,7/22/2014,6/30/2014
Earl,Stone,M,4/5/2008,7/22/2014,3/27/2014
Jimmy,Miller,M,1/27/1999,7/22/2014,7/20/2014
Roger,Ramirez,M,12/2/1997,7/22/2014,1/12/2014
Jason,Patterson,M,3/19/2002,7/22/2014,1/22/2014
Mark,Berry,M,11/9/2001,7/22/2014,8/5/2013
Roy,Hill,M,12/19/2001,7/22/2014,2/7/2014
Mark,Perkins,M,12/9/2005,7/22/2014,6/20/2014
Andrew,Austin,M,9/23/2002,7/22/2014,4/6/2014
Juan,Elliott,M,1/10/1999,7/22/2014,1/30/2014
Peter,Hughes,M,5/29/1996,7/22/2014,11/9/2013
Edward,Hall,M,2/4/2000,7/22/2014,1/14/2014
Arthur,Welch,M,6/1/2007,7/22/2014,4/12/2014
Todd,Weaver,M,5/13/2002,7/22/2014,8/14/2013
Timothy,Sullivan,M,1/8/2001,7/22/2014,7/22/2013
Robert,Anderson,M,7/7/2003,7/22/2014,6/2/2014
Joseph,Matthews,M,2/5/2006,7/22/2014,3/26/2014
Thomas,Allen,M,5/18/2008,7/22/2014,11/5/2013
Randy,Howard,M,4/13/2006,7/22/2014,7/14/2014
William,Sims,M,7/16/2007,7/22/2014,10/19/2013
Henry,Hall,M,7/22/1997,7/22/2014,1/11/2014
Jimmy,Williams,M,11/8/1999,7/22/2014,2/26/2014
Carlos,Garcia,M,2/14/2005,7/22/2014,11/9/2013
Samuel,Turner,M,5/13/1999,7/22/2014,7/16/2014
Joshua,Cunningham,M,6/30/2007,7/22/2014,9/1/2013
Martin,Johnson,M,3/31/1997,7/22/2014,1/5/2014
Fred,Hunt,M,4/16/2009,7/22/2014,8/3/2013
Jimmy,Fuller,M,4/29/1998,7/22/2014,12/29/2013
Martin,Day,M,11/20/2007,7/22/2014,3/13/2014
William,Pierce,M,4/19/2008,7/22/2014,8/14/2013
Willie,Hanson,M,3/21/1998,7/22/2014,5/27/2014
Douglas,Hill,M,5/27/2004,7/22/2014,2/4/2014
Keith,Hunt,M,9/19/2007,7/22/2014,7/4/2014
Frank,Murray,M,4/15/1997,7/22/2014,9/24/2013
Jose,Clark,M,7/1/1996,7/22/2014,8/5/2013
Larry,Parker,M,4/7/2005,7/22/2014,2/8/2014
Nicholas,Payne,M,8/15/2000,7/22/2014,1/11/2014
Russell,Robinson,M,5/19/1996,7/22/2014,1/8/2014
Victor,Riley,M,6/11/2007,7/22/2014,11/10/2013
Larry,Burke,M,6/30/2004,7/22/2014,3/2/2014
Scott,Gomez,M,7/25/1997,7/22/2014,3/11/2014
Jack,Boyd,M,12/1/1998,7/22/2014,2/19/2014
Douglas,Wheeler,M,3/24/1998,7/22/2014,6/3/2014
Roger,Collins,M,8/15/2000,7/22/2014,12/15/2013
Ronald,Dixon,M,8/5/2000,7/22/2014,1/8/2014
Walter,Simpson,M,2/7/1999,7/22/2014,3/4/2014
James,Moreno,M,12/23/2007,7/22/2014,4/24/2014
Ryan,Shaw,M,6/4/1998,7/22/2014,3/4/2014
Walter,Mccoy,M,3/9/1997,7/22/2014,3/27/2014
Juan,Tucker,M,4/17/1999,7/22/2014,8/13/2013
Gregory,Frazier,M,4/11/2001,7/22/2014,6/10/2014
Scott,Hamilton,M,1/23/2007,7/22/2014,6/26/2014
Bobby,Jackson,M,10/15/2005,7/22/2014,1/28/2014
Craig,Hunt,M,8/11/1996,7/22/2014,10/30/2013
Henry,Carroll,M,5/20/1997,7/22/2014,2/11/2014
Robert,Patterson,M,4/26/2009,7/22/2014,9/11/2013
Chris,Washington,M,9/5/2000,7/22/2014,6/18/2014
Jack,Morris,M,2/22/2003,7/22/2014,7/25/2013
Raymond,Thompson,M,2/20/2005,7/22/2014,11/16/2013
Albert,Foster,M,7/26/1998,7/22/2014,12/20/2013
Jeremy,Bryant,M,4/2/2008,7/22/2014,4/25/2014
Raymond,James,M,7/5/1999,7/22/2014,4/5/2014
Bruce,Simpson,M,3/10/2009,7/22/2014,7/29/2013
Eugene,Simmons,M,7/2/1999,7/22/2014,5/20/2014
Brandon,Lawrence,M,11/6/1998,7/22/2014,3/3/2014
Charles,Reed,M,3/28/2007,7/22/2014,10/29/2013
Christopher,Adams,M,1/6/2002,7/22/2014,8/13/2013
Matthew,Patterson,M,9/16/2005,7/22/2014,4/6/2014
Benjamin,Peterson,M,1/1/1997,7/22/2014,3/5/2014
Mark,Roberts,M,5/31/1997,7/22/2014,9/22/2013
Carlos,Reynolds,M,4/23/2004,7/22/2014,9/18/2013
Terry,Oliver,M,4/23/2003,7/22/2014,2/1/2014
Henry,Banks,M,9/13/2005,7/22/2014,3/28/2014
Anthony,Barnes,M,2/22/1997,7/22/2014,6/13/2014
Robert,Peterson,M,6/22/2006,7/22/2014,2/26/2014
Robert,Diaz,M,10/28/1999,7/22/2014,5/31/2014
Dennis,Stevens,M,7/11/1998,7/22/2014,8/1/2013
Charles,Franklin,M,3/27/1999,7/22/2014,11/3/2013
Albert,Brown,M,4/16/1998,7/22/2014,3/14/2014
Charles,Davis,M,2/11/2001,7/22/2014,8/17/2013
Ralph,Andrews,M,3/30/2009,7/22/2014,4/6/2014
Charles,Henry,M,11/29/1996,7/22/2014,3/14/2014
Earl,Baker,M,11/24/2006,7/22/2014,8/13/2013
Jonathan,Parker,M,3/19/2004,7/22/2014,2/17/2014
Samuel,Garza,M,2/7/2008,7/22/2014,1/6/2014
Aaron,Taylor,M,2/25/2000,7/22/2014,7/1/2014
Ronald,Henderson,M,1/23/2004,7/22/2014,8/4/2013
Harold,Jenkins,M,11/8/1999,7/22/2014,7/19/2014
Steve,Robinson,M,11/20/2003,7/22/2014,2/22/2014
Eugene,Long,M,11/20/2006,7/22/2014,11/1/2013
Jesse,Jenkins,M,9/14/2005,7/22/2014,8/19/2013
Alan,Barnes,M,5/9/2005,7/22/2014,4/11/2014
Carlos,Banks,M,5/8/2004,7/22/2014,4/7/2014
Jose,Hawkins,M,4/19/2007,7/22/2014,3/19/2014
Willie,Mills,M,1/24/2007,7/22/2014,4/5/2014
John,Cunningham,M,9/25/2007,7/22/2014,3/27/2014
Todd,Nelson,M,3/21/2002,7/22/2014,2/24/2014
Alan,Meyer,M,5/3/2001,7/22/2014,7/4/2014
Paul,Russell,M,3/20/1999,7/22/2014,1/3/2014
Jerry,Chapman,M,8/12/2008,7/22/2014,4/12/2014
Dennis,Franklin,M,3/18/1998,7/22/2014,9/18/2013
Antonio,Black,M,6/11/2000,7/22/2014,11/3/2013
Victor,Mcdonald,M,5/27/1998,7/22/2014,5/10/2014
Bruce,Chapman,M,5/19/1999,7/22/2014,10/19/2013
Michael,Spencer,M,10/3/1999,7/22/2014,10/24/2013
Jeffrey,Turner,M,5/9/1997,7/22/2014,9/12/2013
Fred,Anderson,M,1/1/2005,7/22/2014,1/2/2014
Gregory,Richardson,M,3/9/2001,7/22/2014,2/17/2014
Anthony,Washington,M,4/5/2000,7/22/2014,6/19/2014
Joseph,Jones,M,10/27/2008,7/22/2014,1/19/2014
James,Sanders,M,11/7/1999,7/22/2014,9/10/2013
Christopher,Nelson,M,11/17/1997,7/22/2014,7/26/2013
Jason,Reid,M,7/9/2008,7/22/2014,2/3/2014
Shawn,Ortiz,M,6/24/1998,7/22/2014,12/22/2013
Stephen,Oliver,M,5/24/2007,7/22/2014,7/28/2013
Martin,Burke,M,12/8/2007,7/22/2014,7/23/2013
Nicholas,Morrison,M,11/2/2003,7/22/2014,8/23/2013
Jason,Webb,M,1/1/1998,7/22/2014,6/13/2014
Scott,Green,M,4/22/2007,7/22/2014,4/5/2014
Joe,Hill,M,12/16/1998,7/22/2014,12/18/2013
Phillip,Gibson,M,5/18/2008,7/22/2014,5/20/2014
Samuel,Porter,M,6/14/1999,7/22/2014,3/25/2014
Steve,Reed,M,10/6/1998,7/22/2014,2/23/2014
Jose,White,M,1/26/2001,7/22/2014,7/5/2014
Juan,Wallace,M,1/8/2007,7/22/2014,4/19/2014
Charles,Garza,M,6/22/2000,7/22/2014,8/25/2013
Eric,James,M,10/20/2004,7/22/2014,4/9/2014
Joseph,Lopez,M,9/15/2003,7/22/2014,12/14/2013
Antonio,Hunter,M,5/13/2002,7/22/2014,4/28/2014
Bruce,Henderson,M,9/15/2002,7/22/2014,12/22/2013
Russell,Sanders,M,10/23/2001,7/22/2014,2/19/2014
Roy,Morgan,M,8/21/1996,7/22/2014,8/26/2013
Alan,Pierce,M,9/4/1997,7/22/2014,3/13/2014
Christopher,Coleman,M,6/24/2002,7/22/2014,2/13/2014
Donald,Williamson,M,9/2/2004,7/22/2014,3/30/2014
Douglas,Boyd,M,10/2/2005,7/22/2014,1/30/2014
Douglas,Weaver,M,3/6/2004,7/22/2014,5/2/2014
Juan,Richards,M,5/3/2000,7/22/2014,10/20/2013
Timothy,Anderson,M,5/29/2000,7/22/2014,10/31/2013
Gary,Stephens,M,5/6/2001,7/22/2014,8/23/2013
Patrick,Turner,M,5/26/2006,7/22/2014,8/13/2013
Samuel,Gutierrez,M,10/26/1999,7/22/2014,6/16/2014
Juan,Robinson,M,8/26/1998,7/22/2014,1/9/2014
Eric,West,M,1/30/2001,7/22/2014,7/6/2014
Fred,Edwards,M,12/18/2006,7/22/2014,3/9/2014
Earl,Lee,M,9/6/2003,7/22/2014,2/26/2014
Carl,Williamson,M,6/30/1996,7/22/2014,12/1/2013
Louis,Cole,M,4/26/2001,7/22/2014,12/13/2013
Martin,Mendoza,M,12/23/2002,7/22/2014,7/3/2014
Harry,Duncan,M,12/22/2004,7/22/2014,11/20/2013
Sean,Lawson,M,11/13/2007,7/22/2014,9/9/2013
Paul,Johnson,M,1/2/2002,7/22/2014,4/6/2014
Nicholas,Kelly,M,9/4/2005,7/22/2014,4/30/2014
Frank,Gonzales,M,11/26/1999,7/22/2014,11/7/2013
Joshua,Mccoy,M,8/10/2000,7/22/2014,11/10/2013
Jeffrey,Fields,M,5/2/2005,7/22/2014,1/29/2014
Roger,Sims,M,8/5/2004,7/22/2014,4/27/2014
Todd,Gray,M,9/15/2002,7/22/2014,6/28/2014
Bruce,Parker,M,12/13/1999,7/22/2014,12/10/2013
Phillip,Nelson,M,7/4/1999,7/22/2014,3/10/2014
Walter,Patterson,M,6/26/1998,7/22/2014,10/24/2013
Donald,Ryan,M,11/30/2008,7/22/2014,5/22/2014
Louis,Phillips,M,12/31/2002,7/22/2014,5/20/2014
Billy,Stone,M,1/28/2007,7/22/2014,3/8/2014
Patrick,Campbell,M,6/22/2003,7/22/2014,8/6/2013
Raymond,Burns,M,6/4/1999,7/22/2014,8/24/2013
George,Freeman,M,4/29/2009,7/22/2014,3/14/2014
Brian,Brown,M,9/12/2002,7/22/2014,2/5/2014
Joe,Hunt,M,11/11/1997,7/22/2014,10/7/2013
Brian,Phillips,M,7/22/1998,7/22/2014,5/18/2014
Samuel,Bishop,M,5/26/2002,7/22/2014,1/21/2014
Jerry,Bowman,M,3/2/2001,7/22/2014,12/11/2013
Brandon,Henderson,M,1/10/1998,7/22/2014,12/21/2013
Howard,Patterson,M,7/29/1997,7/22/2014,7/14/2014
Randy,Cole,M,10/12/2004,7/22/2014,9/14/2013
Wayne,Stewart,M,11/24/2000,7/22/2014,10/4/2013
Jose,Perez,M,12/7/2000,7/22/2014,10/4/2013
Jimmy,Taylor,M,4/15/2001,7/22/2014,11/11/2013
Gerald,Ellis,M,9/12/2002,7/22/2014,3/27/2014
Chris,Jacobs,M,5/12/2008,7/22/2014,7/16/2014
Frank,Montgomery,M,5/31/1997,7/22/2014,10/17/2013
Henry,Fernandez,M,6/11/1996,7/22/2014,10/31/2013
Ralph,Wallace,M,12/11/2001,7/22/2014,5/17/2014
Jack,Watson,M,9/15/2006,7/22/2014,9/27/2013
Paul,Willis,M,8/7/2006,7/22/2014,8/15/2013
Carlos,Mitchell,M,1/12/2005,7/22/2014,8/14/2013
Juan,Howell,M,10/28/2005,7/22/2014,8/23/2013
Ernest,Rogers,M,11/1/2001,7/22/2014,12/3/2013
Juan,Lynch,M,3/23/2003,7/22/2014,8/25/2013
Lawrence,Willis,M,8/10/2003,7/22/2014,6/14/2014
Dennis,Turner,M,10/14/1996,7/22/2014,10/24/2013
Brian,Perry,M,4/18/2002,7/22/2014,10/1/2013
Bruce,Larson,M,11/20/1998,7/22/2014,10/4/2013
Philip,Thomas,M,8/31/2004,7/22/2014,7/31/2013
Richard,Oliver,M,7/6/1996,7/22/2014,7/8/2014
Gregory,Meyer,M,4/7/2002,7/22/2014,2/24/2014
Howard,Bowman,M,12/31/2006,7/22/2014,12/25/2013
Gregory,James,M,4/12/2002,7/22/2014,9/13/2013
Anthony,Diaz,M,3/1/2009,7/22/2014,7/22/2013
Ronald,Pierce,M,8/18/2000,7/22/2014,3/28/2014
James,Rodriguez,M,1/3/2007,7/22/2014,1/9/2014
Keith,Lopez,M,5/30/1999,7/22/2014,11/20/2013
Adam,Lawrence,M,11/5/1997,7/22/2014,9/14/2013
Larry,Day,M,10/21/2007,7/22/2014,9/5/2013
Donald,Williams,M,9/24/2000,7/22/2014,8/29/2013
Joe,Nguyen,M,1/17/1999,7/22/2014,10/6/2013
Kevin,Green,M,6/23/2001,7/22/2014,6/20/2014
Jerry,Mitchell,M,9/29/2002,7/22/2014,9/24/2013
Michael,Bailey,M,7/15/2002,7/22/2014,4/1/2014
Philip,Allen,M,5/27/2006,7/22/2014,9/19/2013
Lawrence,Spencer,M,3/23/2000,7/22/2014,10/22/2013
Justin,Graham,M,10/6/2007,7/22/2014,12/8/2013
Martin,Andrews,M,9/26/2001,7/22/2014,2/12/2014
William,Banks,M,11/8/2001,7/22/2014,8/15/2013
Alan,Black,M,6/22/1998,7/22/2014,2/9/2014
Adam,Sullivan,M,1/8/2004,7/22/2014,2/26/2014
Brandon,Day,M,5/20/2001,7/22/2014,5/28/2014
Jason,Wagner,M,9/7/2000,7/22/2014,5/18/2014
Bobby,Burns,M,11/6/2006,7/22/2014,12/28/2013
John,Hall,M,5/20/2000,7/22/2014,12/7/2013
Russell,Alexander,M,12/30/2008,7/22/2014,1/21/2014
Patrick,Sullivan,M,11/16/2001,7/22/2014,1/8/2014
Walter,Carr,M,9/19/2001,7/22/2014,8/18/2013
