first_name,last_name,gender,date_of_birth,time_entered,time_modified
Patricia,Matthews,F,8/11/1998,7/22/2014,3/10/2014
Alice,Hawkins,F,7/21/2001,7/22/2014,4/4/2014
Joan,Scott,F,2/19/2005,7/22/2014,11/8/2013
Ruth,Griffin,F,12/13/2004,7/22/2014,10/8/2013
Carolyn,Fox,F,8/24/2000,7/22/2014,4/4/2014
Debra,Simpson,F,2/24/1998,7/22/2014,7/18/2014
Betty,Jenkins,F,11/12/2002,7/22/2014,1/10/2014
Martha,Tucker,F,2/25/2004,7/22/2014,11/22/2013
Robin,Wilson,F,5/31/2000,7/22/2014,5/12/2014
Lois,Peters,F,1/23/2008,7/22/2014,4/7/2014
Janice,Bell,F,10/19/2004,7/22/2014,8/5/2013
Carolyn,Chapman,F,8/10/2003,7/22/2014,12/10/2013
Janice,Snyder,F,5/29/2008,7/22/2014,1/3/2014
Amy,Chavez,F,7/17/2000,7/22/2014,2/7/2014
Janice,Sims,F,3/19/2006,7/22/2014,5/21/2014
Judith,Hart,F,5/12/2008,7/22/2014,1/27/2014
Emily,Gilbert,F,4/26/2004,7/22/2014,5/16/2014
Lillian,Phillips,F,1/8/2002,7/22/2014,1/13/2014
Sara,Hanson,F,2/15/1997,7/22/2014,12/22/2013
Annie,Reed,F,7/29/1998,7/22/2014,3/6/2014
Gloria,George,F,11/13/1996,7/22/2014,5/31/2014
Lois,Hanson,F,7/28/2002,7/22/2014,12/5/2013
Sara,Ortiz,F,4/3/2008,7/22/2014,2/13/2014
Paula,Jacobs,F,6/19/2003,7/22/2014,5/5/2014
Michelle,Bradley,F,3/31/2003,7/22/2014,5/26/2014
Dorothy,Rodriguez,F,9/24/2007,7/22/2014,10/27/2013
Heather,Lane,F,5/7/1997,7/22/2014,2/2/2014
Nicole,Carroll,F,3/8/2008,7/22/2014,1/1/2014
Ruby,Cruz,F,9/27/2008,7/22/2014,11/26/2013
Diana,Arnold,F,12/2/2004,7/22/2014,12/30/2013
Ann,Palmer,F,11/10/2006,7/22/2014,2/21/2014
Lois,Dean,F,11/4/2008,7/22/2014,8/23/2013
Kimberly,Brooks,F,1/17/2008,7/22/2014,3/26/2014
Martha,Kennedy,F,12/9/2001,7/22/2014,6/17/2014
Cheryl,Andrews,F,5/14/1998,7/22/2014,7/23/2013
Marie,Gonzalez,F,6/23/2005,7/22/2014,12/14/2013
Sandra,Taylor,F,5/21/2003,7/22/2014,6/30/2014
Lois,Carter,F,2/21/2007,7/22/2014,11/12/2013
Barbara,Alexander,F,1/9/1998,7/22/2014,3/20/2014
Linda,Carr,F,8/20/2003,7/22/2014,2/9/2014
Elizabeth,Carroll,F,1/9/2001,7/22/2014,8/16/2013
Virginia,Carter,F,11/23/1998,7/22/2014,4/11/2014
Mary,Nguyen,F,12/3/2006,7/22/2014,4/20/2014
Annie,Smith,F,10/10/2000,7/22/2014,7/4/2014
Robin,Gilbert,F,11/17/2002,7/22/2014,7/13/2014
Lisa,Cox,F,4/13/2007,7/22/2014,2/26/2014
Jacqueline,Robertson,F,6/7/1996,7/22/2014,1/2/2014
Sara,Sims,F,6/19/2002,7/22/2014,12/24/2013
Diana,Baker,F,2/28/2005,7/22/2014,7/8/2014
Kathryn,Bell,F,12/19/1998,7/22/2014,2/6/2014
Robin,Campbell,F,11/2/2000,7/22/2014,3/31/2014
Cheryl,Perez,F,5/25/2001,7/22/2014,1/23/2014
Mildred,Hamilton,F,10/31/1998,7/22/2014,2/26/2014
Susan,Jacobs,F,11/12/2008,7/22/2014,10/29/2013
Tina,Hunt,F,5/16/1998,7/22/2014,7/3/2014
Deborah,Watkins,F,12/2/1998,7/22/2014,10/1/2013
Cheryl,Rice,F,3/12/2000,7/22/2014,4/21/2014
Anna,Elliott,F,8/2/2008,7/22/2014,4/20/2014
Marie,Weaver,F,12/20/2001,7/22/2014,3/29/2014
Teresa,Garcia,F,5/1/1996,7/22/2014,1/10/2014
Mary,Ford,F,8/8/2006,7/22/2014,12/25/2013
Ashley,Hunter,F,10/11/2006,7/22/2014,9/18/2013
Stephanie,Rose,F,1/31/1998,7/22/2014,1/2/2014
Diane,Moore,F,8/29/1999,7/22/2014,7/27/2013
Catherine,George,F,1/25/2001,7/22/2014,7/6/2014
Rose,Rose,F,11/8/2005,7/22/2014,12/15/2013
Amy,Spencer,F,11/5/2001,7/22/2014,1/31/2014
Carol,Cruz,F,1/9/2002,7/22/2014,6/6/2014
Norma,Adams,F,5/25/1997,7/22/2014,2/5/2014
Norma,Moreno,F,11/15/2004,7/22/2014,11/7/2013
Deborah,Stephens,F,6/19/1996,7/22/2014,9/16/2013
Judy,Harvey,F,9/24/2002,7/22/2014,11/16/2013
Laura,Stone,F,1/21/2003,7/22/2014,9/14/2013
Virginia,Reid,F,9/1/2000,7/22/2014,1/26/2014
Angela,Bishop,F,4/28/2009,7/22/2014,2/19/2014
Catherine,Martinez,F,4/8/2007,7/22/2014,6/3/2014
Rachel,Burton,F,12/16/2004,7/22/2014,10/28/2013
Lois,Roberts,F,6/10/2003,7/22/2014,12/17/2013
Angela,Murray,F,5/27/1997,7/22/2014,7/28/2013
Christina,Murray,F,5/28/1999,7/22/2014,10/13/2013
Carolyn,Evans,F,5/10/1996,7/22/2014,11/11/2013
Sara,Webb,F,11/9/2002,7/22/2014,2/21/2014
Ashley,Hunt,F,11/23/1999,7/22/2014,7/1/2014
Virginia,Williamson,F,11/15/2000,7/22/2014,11/11/2013
Karen,Reed,F,11/18/2000,7/22/2014,10/9/2013
Lori,Murray,F,3/27/2000,7/22/2014,5/16/2014
Christina,Mills,F,12/18/2001,7/22/2014,7/21/2014
Nicole,Butler,F,9/13/2005,7/22/2014,10/19/2013
Helen,Medina,F,6/26/2006,7/22/2014,12/20/2013
Amanda,Henry,F,3/7/2000,7/22/2014,6/16/2014
Katherine,Ramos,F,9/29/2002,7/22/2014,5/3/2014
Paula,Reynolds,F,12/23/2004,7/22/2014,1/11/2014
Melissa,Morales,F,11/3/1998,7/22/2014,6/14/2014
Judy,Ward,F,6/15/1998,7/22/2014,12/3/2013
Janice,Jacobs,F,12/3/1999,7/22/2014,4/22/2014
Sharon,Matthews,F,12/5/1996,7/22/2014,5/3/2014
Robin,Henry,F,10/20/2007,7/22/2014,8/1/2013
Kathleen,Flores,F,12/2/2001,7/22/2014,7/6/2014
Susan,Warren,F,6/29/2002,7/22/2014,6/13/2014
Karen,Bailey,F,7/4/2004,7/22/2014,2/16/2014
Paula,Riley,F,6/6/1996,7/22/2014,3/29/2014
Helen,Green,F,12/26/2005,7/22/2014,6/24/2014
Linda,Daniels,F,5/22/2002,7/22/2014,3/1/2014
Judy,Allen,F,4/8/2003,7/22/2014,4/26/2014
Kimberly,Spencer,F,11/24/2006,7/22/2014,5/2/2014
Karen,Webb,F,10/27/2002,7/22/2014,7/3/2014
Sharon,Spencer,F,9/30/2006,7/22/2014,12/6/2013
Katherine,Wallace,F,4/20/2006,7/22/2014,2/26/2014
Elizabeth,Olson,F,7/17/2008,7/22/2014,10/1/2013
Dorothy,Fuller,F,3/6/2002,7/22/2014,3/25/2014
Diana,Wallace,F,1/16/1998,7/22/2014,11/6/2013
Anna,Hicks,F,8/2/1997,7/22/2014,10/15/2013
Kimberly,Harrison,F,11/15/1998,7/22/2014,11/18/2013
Rachel,Howell,F,12/20/2007,7/22/2014,6/17/2014
Kathleen,Butler,F,9/21/2006,7/22/2014,6/17/2014
Paula,Welch,F,3/18/2006,7/22/2014,5/11/2014
Patricia,Bowman,F,7/13/2007,7/22/2014,11/28/2013
Julia,Carter,F,8/7/2000,7/22/2014,4/17/2014
Jacqueline,Watson,F,7/14/2001,7/22/2014,6/12/2014
Beverly,Anderson,F,9/27/1999,7/22/2014,9/4/2013
Laura,Diaz,F,3/6/1997,7/22/2014,3/5/2014
Amy,Greene,F,5/14/1997,7/22/2014,2/12/2014
Cheryl,Mason,F,8/17/2008,7/22/2014,12/10/2013
Rebecca,Morales,F,9/27/2006,7/22/2014,1/6/2014
Sarah,Long,F,12/27/2007,7/22/2014,3/8/2014
Melissa,Sims,F,6/3/1999,7/22/2014,1/2/2014
Norma,Sanders,F,8/10/2005,7/22/2014,7/22/2013
Amy,Ferguson,F,3/12/1998,7/22/2014,1/28/2014
Janice,Hansen,F,4/12/1999,7/22/2014,6/15/2014
Kathryn,Harper,F,3/8/2008,7/22/2014,4/5/2014
Jacqueline,Diaz,F,8/29/1998,7/22/2014,6/26/2014
Amy,Allen,F,9/24/2004,7/22/2014,7/1/2014
Shirley,Campbell,F,9/30/1999,7/22/2014,5/19/2014
Deborah,Watson,F,5/27/2001,7/22/2014,2/19/2014
Evelyn,Stevens,F,10/12/2001,7/22/2014,6/26/2014
Maria,Lopez,F,4/3/2008,7/22/2014,10/5/2013
Ann,Gomez,F,2/13/2006,7/22/2014,7/2/2014
Virginia,Garcia,F,10/19/2001,7/22/2014,11/5/2013
Tina,Howell,F,2/28/2009,7/22/2014,11/4/2013
Amy,King,F,11/11/2006,7/22/2014,5/2/2014
Stephanie,Berry,F,6/27/2003,7/22/2014,8/13/2013
Tina,Berry,F,11/16/2006,7/22/2014,3/22/2014
Dorothy,Jordan,F,11/24/1996,7/22/2014,9/2/2013
Gloria,Lopez,F,4/21/2007,7/22/2014,5/7/2014
Brenda,Young,F,9/17/2005,7/22/2014,12/17/2013
Jean,Mason,F,10/28/1998,7/22/2014,4/11/2014
Lois,Marshall,F,7/11/2004,7/22/2014,9/24/2013
Amy,Simpson,F,10/24/2005,7/22/2014,4/15/2014
Patricia,Gonzalez,F,1/28/2007,7/22/2014,8/11/2013
Robin,Bradley,F,1/6/2008,7/22/2014,12/28/2013
Tina,Hayes,F,7/24/2006,7/22/2014,12/17/2013
Lois,Jenkins,F,1/28/2001,7/22/2014,9/25/2013
Lisa,Johnson,F,4/2/2007,7/22/2014,7/4/2014
Michelle,Watson,F,10/10/2001,7/22/2014,11/2/2013
Frances,Little,F,2/18/2005,7/22/2014,11/28/2013
Evelyn,Rice,F,9/6/2001,7/22/2014,12/14/2013
Marie,Knight,F,8/4/2008,7/22/2014,2/11/2014
Betty,Banks,F,10/28/2008,7/22/2014,6/6/2014
Sandra,Cruz,F,2/18/2008,7/22/2014,8/25/2013
Sara,Hall,F,11/15/2008,7/22/2014,2/2/2014
Frances,Long,F,6/3/2001,7/22/2014,9/18/2013
Jennifer,Parker,F,4/12/2002,7/22/2014,6/30/2014
Annie,Miller,F,4/6/2003,7/22/2014,1/12/2014
Mildred,Hicks,F,2/15/1997,7/22/2014,7/5/2014
Frances,Wright,F,9/17/1996,7/22/2014,10/18/2013
Dorothy,Porter,F,9/26/2002,7/22/2014,11/17/2013
Mary,Perkins,F,9/19/1998,7/22/2014,9/27/2013
Mary,Gilbert,F,6/9/2002,7/22/2014,9/12/2013
Patricia,Bishop,F,6/3/2000,7/22/2014,7/11/2014
Kimberly,Edwards,F,11/28/2005,7/22/2014,6/29/2014
Judy,Frazier,F,12/12/1996,7/22/2014,4/23/2014
Susan,Rogers,F,6/17/2002,7/22/2014,2/7/2014
Beverly,Scott,F,10/12/1996,7/22/2014,10/17/2013
Lori,Andrews,F,4/27/1997,7/22/2014,2/28/2014
Jennifer,Lawrence,F,1/2/2004,7/22/2014,12/12/2013
Cheryl,Rivera,F,3/5/2008,7/22/2014,6/16/2014
Donna,Jenkins,F,5/4/2000,7/22/2014,12/27/2013
Frances,Larson,F,11/28/2007,7/22/2014,5/12/2014
Mildred,Harper,F,3/5/2008,7/22/2014,8/5/2013
Heather,Chapman,F,9/19/2008,7/22/2014,1/29/2014
Lillian,Ortiz,F,6/18/1998,7/22/2014,8/17/2013
Jacqueline,Torres,F,10/4/2001,7/22/2014,3/15/2014
Irene,Cunningham,F,9/19/2002,7/22/2014,2/15/2014
Louise,Fernandez,F,10/2/2003,7/22/2014,1/7/2014
Margaret,Payne,F,1/15/2002,7/22/2014,8/4/2013
Kathryn,Tucker,F,10/10/2000,7/22/2014,4/27/2014
Paula,Rivera,F,5/30/2002,7/22/2014,2/26/2014
Marie,Ramos,F,10/24/2008,7/22/2014,7/19/2014
Patricia,Simmons,F,10/9/1997,7/22/2014,7/15/2014
Diana,Hunter,F,8/4/2004,7/22/2014,8/8/2013
Laura,Webb,F,10/22/1999,7/22/2014,10/30/2013
Norma,Austin,F,9/20/2000,7/22/2014,9/2/2013
Martha,Butler,F,9/23/2001,7/22/2014,3/10/2014
Betty,Russell,F,7/19/1999,7/22/2014,3/8/2014
Tammy,Ruiz,F,7/22/2007,7/22/2014,11/20/2013
Ruby,Henry,F,8/10/2002,7/22/2014,11/27/2013
Sara,Peters,F,6/9/2008,7/22/2014,7/27/2013
Nicole,Carr,F,1/12/2004,7/22/2014,12/20/2013
Deborah,Taylor,F,5/26/2001,7/22/2014,4/30/2014
Mary,Taylor,F,1/3/2006,7/22/2014,9/22/2013
Gloria,Sullivan,F,3/1/2001,7/22/2014,7/28/2013
Ashley,Kelly,F,9/4/1998,7/22/2014,9/24/2013
Sharon,Matthews,F,4/17/2006,7/22/2014,10/20/2013
Lillian,Hudson,F,5/18/2001,7/22/2014,4/14/2014
Dorothy,Hunter,F,1/5/2001,7/22/2014,1/7/2014
Rebecca,Watkins,F,12/9/1999,7/22/2014,9/22/2013
Karen,Wallace,F,6/6/1999,7/22/2014,11/21/2013
Rose,Cunningham,F,1/8/2006,7/22/2014,2/5/2014
Mildred,Chavez,F,11/8/1997,7/22/2014,4/26/2014
Catherine,Miller,F,9/11/1999,7/22/2014,4/11/2014
Rose,Kelly,F,2/12/2001,7/22/2014,6/2/2014
Doris,Alexander,F,12/21/2008,7/22/2014,4/13/2014
Judith,Porter,F,1/3/2003,7/22/2014,11/23/2013
Janice,Kelly,F,12/18/2007,7/22/2014,10/7/2013
Sharon,Mills,F,5/27/1996,7/22/2014,7/29/2013
Robin,Oliver,F,8/19/2001,7/22/2014,4/22/2014
Jessica,Smith,F,11/13/1998,7/22/2014,9/7/2013
Andrea,Butler,F,8/6/1999,7/22/2014,6/10/2014
Rose,Sullivan,F,8/26/1996,7/22/2014,1/21/2014
Jean,Johnson,F,6/29/2001,7/22/2014,5/18/2014
Karen,Edwards,F,11/20/2001,7/22/2014,3/12/2014
Carol,Cook,F,5/4/2004,7/22/2014,4/27/2014
Joyce,Rice,F,10/25/2001,7/22/2014,1/4/2014
Margaret,Rose,F,7/7/2008,7/22/2014,2/5/2014
Cynthia,Perez,F,2/10/2001,7/22/2014,4/15/2014
Sandra,Crawford,F,6/5/2002,7/22/2014,12/13/2013
Theresa,Coleman,F,8/14/2006,7/22/2014,1/18/2014
Tina,Hanson,F,9/1/2007,7/22/2014,2/28/2014
Joan,Arnold,F,4/22/2001,7/22/2014,7/1/2014
Bonnie,Jenkins,F,11/13/2002,7/22/2014,10/29/2013
Amanda,Kelly,F,1/30/2001,7/22/2014,7/6/2014
Lois,Woods,F,12/15/2006,7/22/2014,6/26/2014
Evelyn,Peterson,F,6/14/2003,7/22/2014,12/2/2013
Teresa,King,F,5/29/2006,7/22/2014,3/22/2014
Barbara,Hicks,F,9/27/2005,7/22/2014,10/11/2013
Deborah,Oliver,F,3/13/2004,7/22/2014,10/26/2013
Elizabeth,Andrews,F,8/25/2008,7/22/2014,12/15/2013
Betty,Simpson,F,7/19/2006,7/22/2014,3/22/2014
Katherine,James,F,11/30/2002,7/22/2014,3/19/2014
Lois,Stanley,F,8/11/2005,7/22/2014,8/1/2013
Donna,Nichols,F,12/2/2004,7/22/2014,6/9/2014
Ruby,Morgan,F,2/24/2009,7/22/2014,2/18/2014
Melissa,Sanders,F,7/20/2003,7/22/2014,6/21/2014
Cheryl,Jacobs,F,10/16/1996,7/22/2014,8/14/2013
Annie,Russell,F,4/27/2007,7/22/2014,1/9/2014
Diane,Morrison,F,5/22/2008,7/22/2014,4/23/2014
Dorothy,Wagner,F,12/15/2000,7/22/2014,3/31/2014
Kelly,Oliver,F,12/23/1996,7/22/2014,11/30/2013
Cheryl,Carter,F,4/28/2006,7/22/2014,4/5/2014
Karen,Johnston,F,8/8/2000,7/22/2014,3/6/2014
Robin,Day,F,2/24/2002,7/22/2014,7/29/2013
Patricia,Romero,F,7/25/2000,7/22/2014,4/8/2014
Gloria,Dunn,F,3/16/2004,7/22/2014,10/2/2013
Elizabeth,Fox,F,1/18/1998,7/22/2014,10/13/2013
Pamela,Tucker,F,8/18/2001,7/22/2014,12/3/2013
Kathy,Andrews,F,4/13/2002,7/22/2014,11/2/2013
Sharon,Simpson,F,1/15/1999,7/22/2014,4/25/2014
Rachel,Schmidt,F,6/9/2007,7/22/2014,6/8/2014
Christina,Jackson,F,9/15/1998,7/22/2014,12/5/2013
Deborah,Mason,F,8/29/2000,7/22/2014,8/22/2013
Pamela,Green,F,9/17/1998,7/22/2014,1/29/2014
Lois,Elliott,F,12/2/2000,7/22/2014,11/1/2013
Jane,Gonzales,F,10/2/2007,7/22/2014,2/12/2014
Kelly,Griffin,F,1/14/1999,7/22/2014,1/11/2014
Norma,Fernandez,F,5/15/1999,7/22/2014,5/2/2014
Jean,Rose,F,8/24/2001,7/22/2014,4/4/2014
Robin,Reed,F,4/23/2004,7/22/2014,7/2/2014
Angela,Fields,F,8/28/1998,7/22/2014,5/15/2014
Evelyn,Murphy,F,3/31/1998,7/22/2014,1/17/2014
Michelle,Hall,F,10/3/2004,7/22/2014,2/8/2014
Evelyn,Moreno,F,1/24/2003,7/22/2014,2/17/2014
Margaret,Nelson,F,10/13/2001,7/22/2014,5/22/2014
Bonnie,Cunningham,F,5/10/2006,7/22/2014,4/11/2014
Julie,Ellis,F,10/22/2004,7/22/2014,8/9/2013
Susan,Wheeler,F,9/12/2002,7/22/2014,9/9/2013
Teresa,Shaw,F,11/28/1996,7/22/2014,7/24/2013
Cynthia,Harris,F,12/12/2008,7/22/2014,8/30/2013
Janice,Harper,F,8/4/2000,7/22/2014,5/16/2014
Kathleen,Allen,F,10/23/1999,7/22/2014,11/1/2013
Cheryl,Spencer,F,2/19/2001,7/22/2014,11/27/2013
Amy,Wright,F,9/20/2004,7/22/2014,12/29/2013
Jacqueline,Graham,F,12/28/2000,7/22/2014,11/15/2013
Patricia,Fisher,F,8/9/1999,7/22/2014,6/22/2014
Christine,Hernandez,F,6/22/2003,7/22/2014,5/31/2014
Denise,Willis,F,3/4/2000,7/22/2014,3/23/2014
Tina,Johnston,F,9/30/2005,7/22/2014,1/17/2014
Catherine,Roberts,F,9/22/1999,7/22/2014,10/27/2013
Ruth,Mills,F,12/2/2005,7/22/2014,6/15/2014
Lori,Pierce,F,11/26/2005,7/22/2014,3/28/2014
Lori,Jacobs,F,4/21/2004,7/22/2014,12/26/2013
Marilyn,Lane,F,1/25/2001,7/22/2014,11/28/2013
Martha,Perry,F,4/27/2009,7/22/2014,6/4/2014
Christina,Lawson,F,3/31/2003,7/22/2014,9/26/2013
Irene,Martinez,F,3/27/2004,7/22/2014,9/7/2013
Barbara,Reynolds,F,6/25/2006,7/22/2014,12/31/2013
Bonnie,Sullivan,F,6/8/2003,7/22/2014,6/5/2014
Wanda,Sanchez,F,7/13/2007,7/22/2014,7/13/2014
Teresa,Martin,F,3/31/2005,7/22/2014,12/6/2013
Stephanie,Webb,F,10/30/1996,7/22/2014,5/10/2014
Marilyn,Lee,F,4/12/2003,7/22/2014,6/1/2014
Phyllis,Carroll,F,9/22/2000,7/22/2014,2/8/2014
Janice,Brooks,F,5/7/2003,7/22/2014,1/2/2014
Brenda,Martin,F,8/7/2003,7/22/2014,7/23/2013
Carol,Baker,F,10/3/1997,7/22/2014,2/20/2014
Dorothy,Foster,F,7/31/2007,7/22/2014,12/10/2013
Irene,Wallace,F,9/8/2004,7/22/2014,4/7/2014
Jessica,Howell,F,12/16/1997,7/22/2014,1/1/2014
Sarah,Palmer,F,9/29/1996,7/22/2014,11/19/2013
Ann,Myers,F,6/27/1996,7/22/2014,3/15/2014
Phyllis,Campbell,F,4/26/2000,7/22/2014,7/26/2013
Beverly,Simpson,F,1/18/1998,7/22/2014,7/15/2014
Amanda,Stevens,F,11/18/2007,7/22/2014,11/12/2013
Rachel,Moore,F,8/18/1999,7/22/2014,3/21/2014
Patricia,Grant,F,12/4/1998,7/22/2014,11/17/2013
Stephanie,Pierce,F,7/1/1997,7/22/2014,9/3/2013
Debra,Torres,F,8/20/2000,7/22/2014,1/31/2014
Cheryl,Scott,F,2/23/2007,7/22/2014,5/22/2014
Alice,Nichols,F,3/4/2002,7/22/2014,11/1/2013
Brenda,Rose,F,8/1/1997,7/22/2014,5/22/2014
Diana,Bell,F,8/25/2008,7/22/2014,4/18/2014
Beverly,Lee,F,11/13/1998,7/22/2014,5/29/2014
Gloria,Cunningham,F,1/16/2006,7/22/2014,5/1/2014
Kathryn,Burns,F,9/8/2007,7/22/2014,10/30/2013
Carolyn,Kelly,F,10/9/1999,7/22/2014,6/8/2014
Debra,Robertson,F,7/24/1997,7/22/2014,4/11/2014
Dorothy,Hunter,F,5/9/2001,7/22/2014,6/10/2014
Doris,Morales,F,9/18/2008,7/22/2014,5/4/2014
Rebecca,Lane,F,10/4/1999,7/22/2014,1/25/2014
Tina,Greene,F,7/28/1998,7/22/2014,4/7/2014
Maria,Peterson,F,5/17/1998,7/22/2014,12/6/2013
Cheryl,Ortiz,F,8/16/2001,7/22/2014,6/6/2014
Mildred,Ross,F,4/23/1999,7/22/2014,12/18/2013
Rose,Jenkins,F,3/1/2004,7/22/2014,9/26/2013
Nicole,Jordan,F,6/16/2007,7/22/2014,10/9/2013
Annie,Carr,F,6/21/2004,7/22/2014,2/25/2014
Susan,Andrews,F,11/21/2004,7/22/2014,11/10/2013
Ruby,Owens,F,1/6/2009,7/22/2014,4/24/2014
Elizabeth,Fox,F,3/1/2007,7/22/2014,7/21/2014
Marie,Bowman,F,4/19/2002,7/22/2014,11/29/2013
Phyllis,Stephens,F,8/26/2004,7/22/2014,2/6/2014
Christine,Carr,F,6/24/1999,7/22/2014,7/26/2013
Teresa,Davis,F,10/5/2008,7/22/2014,3/19/2014
Christina,Richardson,F,9/21/1999,7/22/2014,12/4/2013
Virginia,Murray,F,11/25/2004,7/22/2014,4/14/2014
Rebecca,Harper,F,3/18/2009,7/22/2014,10/23/2013
Martha,Reid,F,5/26/2005,7/22/2014,8/23/2013
Louise,Williamson,F,3/16/1998,7/22/2014,6/4/2014
Louise,Young,F,11/16/1997,7/22/2014,1/15/2014
Cynthia,Brooks,F,6/19/2000,7/22/2014,8/28/2013
Barbara,Ferguson,F,1/1/2001,7/22/2014,3/29/2014
Judith,Sims,F,11/18/1996,7/22/2014,2/20/2014
Ann,Peterson,F,11/1/2004,7/22/2014,8/3/2013
Sharon,Hansen,F,5/12/2003,7/22/2014,3/30/2014
Carolyn,Henderson,F,3/30/1999,7/22/2014,6/18/2014
Jessica,Boyd,F,2/22/2000,7/22/2014,1/30/2014
Wanda,Morrison,F,3/24/2008,7/22/2014,4/24/2014
Lori,Robertson,F,11/15/2001,7/22/2014,12/9/2013
Diana,Richards,F,8/7/2001,7/22/2014,1/8/2014
Rachel,Larson,F,5/28/2006,7/22/2014,5/7/2014
Jacqueline,Fernandez,F,11/17/2004,7/22/2014,10/13/2013
Amy,Weaver,F,10/25/2003,7/22/2014,12/11/2013
Catherine,Peterson,F,4/9/1998,7/22/2014,12/19/2013
Theresa,Ray,F,5/6/1999,7/22/2014,7/6/2014
Lori,James,F,8/8/2003,7/22/2014,6/14/2014
Mildred,Wallace,F,2/15/1997,7/22/2014,5/26/2014
Rachel,Spencer,F,3/8/2007,7/22/2014,9/11/2013
Janice,Spencer,F,7/16/1996,7/22/2014,3/16/2014
Norma,Garza,F,6/20/2003,7/22/2014,4/1/2014
Tammy,Edwards,F,4/1/1998,7/22/2014,8/6/2013
Bonnie,Sims,F,10/25/2002,7/22/2014,11/4/2013
Frances,Reynolds,F,1/12/2008,7/22/2014,8/27/2013
Nancy,Mendoza,F,7/21/2003,7/22/2014,9/28/2013
Jane,Hanson,F,11/23/2002,7/22/2014,11/11/2013
Donna,Myers,F,10/10/2008,7/22/2014,10/4/2013
Paula,Carpenter,F,3/30/2008,7/22/2014,3/30/2014
Deborah,Franklin,F,9/27/2007,7/22/2014,4/17/2014
Deborah,Baker,F,10/14/2001,7/22/2014,9/25/2013
Sandra,Hicks,F,3/17/2002,7/22/2014,5/23/2014
Alice,Stephens,F,3/16/2000,7/22/2014,3/28/2014
Cheryl,Dunn,F,9/10/2002,7/22/2014,12/19/2013
Sandra,Jones,F,11/10/2007,7/22/2014,2/26/2014
Ashley,Murray,F,9/15/2008,7/22/2014,10/24/2013
Theresa,Snyder,F,4/26/1998,7/22/2014,12/25/2013
Karen,Thompson,F,9/5/2001,7/22/2014,3/17/2014
Karen,Jones,F,7/13/2003,7/22/2014,2/8/2014
Phyllis,Walker,F,2/21/2008,7/22/2014,1/13/2014
Jane,Hudson,F,3/10/2001,7/22/2014,12/5/2013
Mildred,Pierce,F,3/16/2008,7/22/2014,6/25/2014
Joan,Hamilton,F,12/5/2008,7/22/2014,5/19/2014
Rachel,Ross,F,9/17/2001,7/22/2014,9/2/2013
Norma,Roberts,F,1/1/2000,7/22/2014,1/17/2014
Rachel,Martin,F,5/19/1998,7/22/2014,5/7/2014
Lisa,Nichols,F,6/30/1996,7/22/2014,3/18/2014
Ashley,Daniels,F,1/24/2007,7/22/2014,12/16/2013
Janet,Myers,F,10/29/2005,7/22/2014,8/25/2013
Anna,Morgan,F,4/28/1998,7/22/2014,7/2/2014
Janet,Parker,F,12/24/2004,7/22/2014,12/12/2013
Mary,Duncan,F,10/29/1999,7/22/2014,2/25/2014
Pamela,Ramos,F,1/30/2007,7/22/2014,10/27/2013
Maria,Anderson,F,7/10/2004,7/22/2014,9/26/2013
Rachel,Mccoy,F,12/9/2000,7/22/2014,4/13/2014
Barbara,Fernandez,F,1/5/2004,7/22/2014,7/4/2014
Sharon,Richards,F,10/21/2001,7/22/2014,5/7/2014
Debra,Howard,F,9/12/2008,7/22/2014,6/20/2014
Kathleen,Weaver,F,11/20/1999,7/22/2014,1/10/2014
Melissa,Reed,F,7/13/2000,7/22/2014,1/31/2014
Theresa,Ryan,F,5/21/2004,7/22/2014,5/3/2014
Mary,Elliott,F,10/15/1999,7/22/2014,2/2/2014
Robin,Dixon,F,9/30/2000,7/22/2014,12/22/2013
Gloria,Fields,F,7/19/2006,7/22/2014,4/4/2014
Doris,Torres,F,3/11/2005,7/22/2014,6/13/2014
Angela,Reid,F,9/18/2005,7/22/2014,5/31/2014
Kathleen,Lawrence,F,5/29/1998,7/22/2014,9/17/2013
Evelyn,Moreno,F,7/7/2005,7/22/2014,1/28/2014
Ashley,Lawrence,F,1/2/2003,7/22/2014,6/2/2014
Rose,Kelly,F,7/4/2003,7/22/2014,1/15/2014
Joyce,Mitchell,F,12/7/2006,7/22/2014,11/19/2013
Rose,Coleman,F,8/26/2002,7/22/2014,8/17/2013
Gloria,Stanley,F,3/27/2009,7/22/2014,8/14/2013
Frances,Walker,F,2/15/2009,7/22/2014,10/11/2013
Phyllis,Russell,F,10/14/2002,7/22/2014,4/23/2014
Jennifer,Grant,F,4/30/2000,7/22/2014,3/20/2014
Joyce,Gomez,F,11/16/2002,7/22/2014,8/30/2013
Jennifer,Burns,F,6/30/1998,7/22/2014,11/14/2013
Phyllis,Sanders,F,6/3/2008,7/22/2014,8/21/2013
Lois,Lane,F,11/6/1998,7/22/2014,12/24/2013
Deborah,Brooks,F,11/19/2003,7/22/2014,5/20/2014
Helen,King,F,3/13/2004,7/22/2014,10/18/2013
Kathy,Ramos,F,2/1/1997,7/22/2014,4/16/2014
Janet,Montgomery,F,9/4/2001,7/22/2014,7/29/2013
Anna,Baker,F,11/15/2005,7/22/2014,10/23/2013
